timeDuration;nMovements;movementsDifficulty;AItechnique;robotSpeech;acrobaticMovements;movementsRepetition;musicGenre;movementsTransitionsDuration;humanMovements;balance;speed;bodyPartsCombination;musicBPM;sameStartEndPositionPlace;headMovement;armsMovement;handsMovement;legsMovement;feetMovement;EvaluationChoreographyStoryTelling;EvaluationChoreographyRhythm;EvaluationChoreographyMovementTechnique;EvaluationPublicInvolvement;EvaluationChoreographySpace;EvaluationChoreographyHumanCharacterization;EvaluationHumanReproducibility
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;4;5;5;3;4;5;5
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;1;1;1;1;1;1;1
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;1;2;2;2;2;2;4
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;3;4;4;3;3;4;5
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;3;4;4;4;3;4;3
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;4;5;4;4;5;5;5
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;4;3;2;1;3;3;5
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;4;4;2;3;3;2;2
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;2;3;4;4;2;2;4
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;5;5;4;5;5;4;5
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;4;4;2;3;3;2;1
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;4;4;4;3;4;3;4
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;2;2;3;2;3;2;5
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;4;3;2;2;3;2;3
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;2;4;2;2;2;4;4
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;4;5;4;2;5;5;5
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;2;2;2;3;2;2;4
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;5;5;1;5;4;4;4
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;4;4;3;4;3;4;4
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;2;3;3;4;3;4;4
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;5;5;5;5;5;4;3
62;12;2;searchStartegy;0;1;2;Pop;1;1;2;2;3;136;1;2;3;3;3;2;4;4;4;3;3;3;5
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;4;5;4;4;3;4;5
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;4;5;5;5;4;4;5
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;3;4;5;4;4;5;4
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;4;4;3;5;5;4;4
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;4;2;4;4;3;4;4
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;4;5;5;3;3;4;4
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;3;5;2;3;3;4;3
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;4;4;4;4;4;4;4
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;4;4;4;5;3;4;5
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;5;5;5;4;5;5;5
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;1;1;1;1;1;1;1
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;2;5;4;4;4;4;4
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;3;4;4;3;3;4;5
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;4;4;4;4;3;4;4
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;4;5;4;4;4;5;5
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;4;4;4;4;3;3;5
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;2;4;2;2;2;2;2
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;1;1;1;3;1;1;3
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;5;5;4;4;4;4;4
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;3;4;2;2;3;2;1
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;3;4;4;3;3;3;4
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;4;5;5;5;4;4;5
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;4;4;2;4;3;3;4
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;4;4;4;2;2;4;4
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;4;3;3;2;2;4;5
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;3;4;4;4;4;4;3
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;5;5;3;5;5;4;4
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;4;4;4;4;4;4;4
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;3;4;3;4;4;4;4
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;5;5;4;5;5;5;3
69;15;2;constraints;1;0;2;Pop;1;3;3;3;3;98;0;3;3;2;3;2;4;4;4;5;3;4;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;4;3;4;3;3;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;2;1;4;2;1;1;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;5;3;4;3;4;4;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;4;4;4;3;4;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;3;5;4;4;3;2;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;2;4;4;5;4;5;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;3;4;4;5;3;4;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;5;5;4;4;5;5;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;3;3;3;3;3;3;3
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;3;4;5;5;3;4;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;1;1;1;1;1;1;1
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;2;3;3;5;4;4;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;2;4;4;3;4;5;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;2;3;1;2;3;3;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;3;3;3;5;3;3;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;4;5;4;3;3;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;2;2;4;2;2;4;2
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;1;1;1;1;1;1;2
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;5;4;4;3;4;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;2;2;3;2;3;2;3
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;2;2;4;5;4;4;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;5;4;4;3;4;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;3;4;3;4;3;3;2
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;5;5;4;4;4;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;2;4;4;4;1;1;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;2;3;2;2;3;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;5;5;1;5;4;4;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;3;3;4;3;3;3;4
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;3;3;2;3;2;2;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;1;2;3;1;5;3;5
61;10;2;searchStartegy;1;0;3;Pop;1;3;3;3;3;159;0;3;3;2;3;2;4;4;3;3;3;3;5
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;4;3;4;3;3;5
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;5;5;5;5;5;3
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;3;5;4;4;4;4;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;3;3;2;4;4;3;2
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;5;5;4;3;3;4;3
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;2;3;2;2;2;3;3
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;3;5;3;3;4;3;2
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;5;5;5;5;5;5;5
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;5;3;4;3;5;4;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;5;5;3;5;5;5
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;1;1;1;1;1;1;1
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;3;5;2;2;4;4;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;4;5;4;4;3;5
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;3;4;3;3;3;3;3
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;3;5;3;3;4;3;3
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;4;3;4;3;3;2
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;4;3;4;2;4;2
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;2;1;2;1;1;2;1
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;4;4;4;4;5;5
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;4;2;3;2;1;1
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;4;3;3;2;4;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;3;4;4;4;3;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;4;2;3;3;2;2
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;5;5;4;4;4;2;2
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;1;4;5;1;3;4;2
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;5;5;5;4;4;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;5;5;2;5;5;4;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;4;4;4;4;3;4
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;3;4;4;4;4;4;5
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;3;4;2;5;5;4;1
104;15;3;constraints;1;1;3;Electronic;1;2;1;3;3;150;0;3;3;2;3;2;4;4;4;4;4;4;3
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;4;3;4;3;3;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;5;5;5;5;5;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;3;4;4;5;4;4;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;4;4;4;3;3;3
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;5;5;5;3;4;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;3;4;4;3;4;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;5;4;5;3;5;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;5;5;5;5;5;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;3;4;3;3;3;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;5;5;5;5;5;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;1;1;1;1;1;1;1
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;5;5;5;4;5;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;4;4;4;3;4;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;5;5;5;4;4;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;5;4;4;4;5;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;2;4;4;5;3;4;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;2;4;4;4;2;4;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;1;1;1;1;1;2;2
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;4;5;5;4;5;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;4;4;3;2;4;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;5;4;4;4;4;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;5;4;5;4;4;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;5;4;4;3;4;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;5;5;5;4;5;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;5;5;5;3;5;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;3;4;4;3;3;4;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;5;4;5;5;5;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;4;4;4;3;4;4
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;3;3;3;2;2;2;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;5;5;5;5;5;5;5
53;6;2;constraints;1;0;3;Pop;2;3;3;2;3;103;0;3;3;2;3;2;4;4;5;5;3;5;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;3;4;4;4;4;3;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;5;5;5;5;5;5;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;3;4;4;4;4;4;3
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;4;4;3;4;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;2;4;4;5;4;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;3;2;4;2;5;5;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;3;4;4;3;4;3;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;4;4;4;4;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;3;3;2;2;3;3;3
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;3;4;5;2;4;5;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;1;1;1;1;1;1;1
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;3;5;5;3;5;5;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;3;4;4;3;3;4;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;4;4;4;4;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;5;5;3;5;4;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;3;4;4;3;3;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;2;4;4;3;4;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;2;2;2;2;3;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;4;5;4;5;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;3;2;4;2;4;2;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;4;4;4;3;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;3;3;3;4;3;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;5;4;4;2;4;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;5;4;5;5;4;5;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;1;4;4;1;4;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;3;4;4;4;4;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;5;5;1;5;5;4;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;3;3;3;3;3;3;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;3;4;5;4;4;4;5
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;5;5;5;5;3;3;4
79;7;1;constraints;0;0;3;Pop;1;3;3;2;3;118;1;3;3;2;3;1;4;4;3;4;3;4;4
106;6;3;constraints;1;0;3;Rap;2;3;1;1;2;114;0;3;2;1;3;2;2;5;2;3;3;1;4
63;15;2;constraints;1;0;1;Pop;1;3;3;3;3;156;1;1;3;1;2;1;3;3;4;2;1;2;3
66;6;1;constraints;0;0;2;Pop;2;2;1;1;1;103;0;3;3;2;2;1;4;4;4;2;2;3;4
62;8;2;searchStartegy;1;0;2;Pop;3;3;2;1;2;98;0;3;3;2;3;1;3;5;4;3;5;3;4
55;7;1;planning;1;0;3;Pop;2;3;2;1;2;150;0;3;3;1;3;1;3;4;2;4;2;5;5
63;10;3;searchStartegy;1;1;3;Pop;2;3;3;1;3;103;0;1;2;2;2;1;4;4;4;4;2;4;5
70;12;2;searchStartegy;0;1;3;Folk;1;2;3;3;3;114;1;3;3;1;2;2;5;4;4;4;4;2;4
63;7;1;searchStartegy;0;0;2;Electronic;2;1;3;2;2;98;0;3;2;1;3;1;4;4;5;5;3;1;4
58;6;1;constraints;0;0;3;Rap;1;3;1;1;3;103;0;3;3;2;2;2;4;2;2;5;4;4;2
57;11;1;searchStartegy;1;0;2;Pop;2;1;2;3;3;114;0;3;3;2;2;1;3;5;4;4;5;5;2
57;7;2;searchStartegy;1;0;3;Pop;2;2;3;1;1;103;0;3;2;1;3;1;3;4;5;2;4;3;4
62;9;1;constraints;1;0;2;Pop;1;3;3;3;1;114;0;3;2;1;3;1;4;4;4;4;1;2;5
63;8;2;planning;1;0;3;Folk;1;3;1;2;3;152;1;2;3;1;3;2;1;5;1;5;4;5;4
63;11;1;planning;1;0;2;Rap;3;1;3;2;1;152;1;2;3;3;3;2;3;5;3;5;2;4;5
75;12;2;constraints;0;0;3;Electronic;2;2;3;2;1;159;0;3;3;1;3;2;2;3;5;5;4;3;4
62;9;1;planning;0;0;3;Pop;1;2;3;2;3;118;0;3;3;2;2;1;5;3;2;5;4;1;5
63;8;2;constraints;1;0;2;Folk;2;3;3;1;3;127;1;3;2;2;2;1;2;5;1;1;3;5;4
75;6;2;searchStartegy;1;0;3;Pop;1;2;2;1;1;127;1;2;3;2;2;1;4;4;4;4;4;2;5
63;7;2;planning;0;1;3;Pop;1;3;2;2;1;127;1;3;3;2;2;1;3;4;5;5;1;4;4
80;7;1;searchStartegy;1;0;3;Folk;1;3;1;2;3;150;0;3;3;3;2;1;3;5;3;1;2;4;5
62;9;1;constraints;1;0;3;Pop;2;1;1;3;3;136;1;3;2;2;3;1;4;4;3;4;3;5;5
57;8;2;searchStartegy;0;1;3;Rock;3;3;1;3;3;150;1;2;3;2;3;2;2;4;3;1;2;1;5
80;7;1;searchStartegy;1;0;2;Pop;1;2;3;2;3;127;0;3;3;3;3;2;4;4;4;5;3;2;4
80;6;1;searchStartegy;1;0;2;Indie;2;1;1;3;3;134;0;1;3;2;3;2;4;4;4;2;3;3;4
66;7;1;constraints;1;1;3;Indie;1;2;2;1;3;98;1;2;3;2;3;2;1;4;5;1;3;3;4
76;15;2;searchStartegy;0;0;3;Indie;2;3;1;3;3;136;1;1;3;2;3;2;4;4;4;4;2;4;5
62;7;1;constraints;1;0;3;Electronic;1;2;3;1;1;134;1;1;3;2;3;2;4;4;3;3;3;4;5
70;12;2;constraints;1;0;2;Pop;2;2;3;1;3;98;1;3;2;2;2;1;4;3;4;4;3;5;4
57;7;2;planning;0;1;1;Indie;3;3;3;3;3;156;0;1;3;2;3;1;4;5;3;3;3;3;4
58;8;2;searchStartegy;1;1;2;Pop;2;2;2;2;3;127;0;1;3;2;3;2;5;1;1;3;5;3;4
58;7;1;constraints;1;1;2;Folk;2;3;3;1;3;103;1;3;2;2;3;2;4;5;4;5;4;5;5
63;8;2;searchStartegy;1;1;3;Indie;1;2;2;1;2;127;0;3;3;2;2;1;3;4;1;1;4;3;4
57;7;1;searchStartegy;1;0;2;Electronic;1;2;2;1;3;150;1;3;3;2;2;2;2;5;4;3;3;3;5
63;15;2;searchStartegy;0;0;3;Indie;1;3;3;3;2;114;1;3;3;1;3;1;4;2;4;2;4;3;4
63;7;2;searchStartegy;0;0;3;Pop;2;2;1;2;3;136;1;1;3;2;3;2;1;4;4;4;4;3;4
57;9;2;searchStartegy;1;1;3;Pop;2;1;3;1;3;159;0;3;3;3;3;1;5;5;2;4;4;2;5
65;11;2;searchStartegy;0;1;2;Folk;2;2;3;1;3;152;0;3;3;2;2;2;4;4;5;5;4;5;4
57;8;1;searchStartegy;0;0;3;Folk;3;3;3;1;2;136;1;3;3;2;2;1;2;5;4;5;3;4;4
65;7;3;searchStartegy;1;0;1;Folk;1;3;3;2;1;136;0;1;3;2;3;1;3;5;3;3;5;4;1
58;15;2;searchStartegy;1;1;1;Pop;2;2;2;2;1;136;0;1;3;1;2;2;4;5;3;3;4;3;4
63;6;2;planning;1;0;3;Folk;2;3;1;2;1;103;0;3;3;2;3;1;5;4;3;4;2;1;5
63;6;2;searchStartegy;1;1;3;Indie;1;2;2;2;2;156;1;2;3;2;3;2;3;2;4;5;3;2;1
80;10;2;searchStartegy;1;1;3;Folk;1;1;3;1;2;156;1;3;3;2;3;1;5;5;5;4;4;4;4
63;7;2;searchStartegy;0;1;3;Pop;2;2;1;1;1;156;1;2;3;2;2;2;3;4;2;4;5;5;5
63;15;1;constraints;1;0;2;Pop;3;3;1;3;3;156;1;3;3;2;3;2;4;4;4;4;1;2;4
62;11;2;constraints;0;1;3;Pop;3;2;1;2;3;159;1;3;3;1;3;1;3;3;3;3;4;2;5
58;15;1;constraints;1;0;3;Pop;3;3;3;2;3;127;1;3;3;2;3;2;3;3;1;4;3;4;5
65;7;1;searchStartegy;1;0;3;Rock;2;2;3;2;1;103;0;3;3;3;2;1;3;5;4;3;3;5;5
65;6;2;searchStartegy;0;1;3;Rap;2;3;1;1;1;127;0;3;3;2;3;2;4;1;5;2;4;2;3
63;7;3;constraints;1;1;3;Folk;2;3;3;2;3;136;1;2;3;2;3;1;4;2;4;1;2;3;4
71;8;2;planning;0;1;2;Folk;1;2;2;1;3;152;0;1;3;1;2;1;5;4;1;3;2;3;3
63;11;2;searchStartegy;0;0;3;Pop;1;3;3;3;3;103;0;1;3;2;3;1;5;4;3;4;2;4;2
62;8;2;constraints;1;0;3;Rock;1;3;2;1;3;127;0;1;3;2;2;1;4;4;4;2;4;3;5
63;6;1;searchStartegy;1;0;3;Rock;2;3;3;2;3;134;1;1;3;2;3;2;4;4;3;1;4;2;4
64;8;1;planning;1;0;2;Rap;2;3;3;2;3;156;0;3;3;2;2;2;2;5;1;3;1;2;3
